ResourceID,card,Object Number,source_value,Dimension Value,Dimension Type,Dimension Measurement Unit
6f19e166-0e7a-50b1-a71c-98746cbe9613,e22_Dimensions,MMB.A.1517_#1,"21,3 x 27 cm",213,hoogte,millimeters
6f19e166-0e7a-50b1-a71c-98746cbe9613,e22_Dimensions,MMB.A.1517_#1,"21,3 x 27 cm",270,breedte,millimeters
6d96bc0a-4a0d-510e-ae9a-fb59e5825a4d,e22_Dimensions,MMB.A.1519_#1,"27,7 x 21,9 cm",277,hoogte,millimeters
6d96bc0a-4a0d-510e-ae9a-fb59e5825a4d,e22_Dimensions,MMB.A.1519_#1,"27,7 x 21,9 cm",219,breedte,millimeters
7db4718f-cd55-599e-a442-f800da79ebb7,e22_Dimensions,MMB.A.1520_#1,"27,7 x 21,9 cm",277,hoogte,millimeters
7db4718f-cd55-599e-a442-f800da79ebb7,e22_Dimensions,MMB.A.1520_#1,"27,7 x 21,9 cm",219,breedte,millimeters
5f88bfb6-3ca7-5865-89bc-a54eb76e2848,e22_Dimensions,MMB.A.1521_#1,"27,7 x 21,9 cm",277,hoogte,millimeters
5f88bfb6-3ca7-5865-89bc-a54eb76e2848,e22_Dimensions,MMB.A.1521_#1,"27,7 x 21,9 cm",219,breedte,millimeters
c7814e47-4e03-5ef9-8f4b-98f9d19fd6a9,e22_Dimensions,MMB.A.1522_#1,"27,7 x 21,8 cm",277,hoogte,millimeters
c7814e47-4e03-5ef9-8f4b-98f9d19fd6a9,e22_Dimensions,MMB.A.1522_#1,"27,7 x 21,8 cm",218,breedte,millimeters
6b279506-deb0-5f21-afe3-30a008a64ce3,e22_Dimensions,MMB.A.1523_#1,"27,8 x 21,9 cm",278,hoogte,millimeters
6b279506-deb0-5f21-afe3-30a008a64ce3,e22_Dimensions,MMB.A.1523_#1,"27,8 x 21,9 cm",219,breedte,millimeters
0e6a2698-faf8-5984-9aea-d9eafa93e0b6,e22_Dimensions,MMB.A.1524_#1,"27,8 x 21,8 cm",278,hoogte,millimeters
0e6a2698-faf8-5984-9aea-d9eafa93e0b6,e22_Dimensions,MMB.A.1524_#1,"27,8 x 21,8 cm",218,breedte,millimeters
8f74ebbe-c149-56de-bcfe-b52e2f9f8f0c,e22_Dimensions,MMB.A.1525_#1,"27,8 x 21,9 cm",278,hoogte,millimeters
8f74ebbe-c149-56de-bcfe-b52e2f9f8f0c,e22_Dimensions,MMB.A.1525_#1,"27,8 x 21,9 cm",219,breedte,millimeters
2afd6eea-75da-56ce-9749-1ed02c0fa823,e22_Dimensions,MMB.A.1530_#1,"13,4 x 20,9 cm",134,hoogte,millimeters
2afd6eea-75da-56ce-9749-1ed02c0fa823,e22_Dimensions,MMB.A.1530_#1,"13,4 x 20,9 cm",209,breedte,millimeters
28692f4c-12bf-51d2-b814-b2b0cbdcc95a,e22_Dimensions,MMB.A.1550_#1,"13,7 x 21,4 cm",137,hoogte,millimeters
28692f4c-12bf-51d2-b814-b2b0cbdcc95a,e22_Dimensions,MMB.A.1550_#1,"13,7 x 21,4 cm",214,breedte,millimeters
99d26747-f32e-5332-922f-a772d7dd0f54,e22_Dimensions,MMB.A.1558_#1,"5,6 x 9,6 cm",56,hoogte,millimeters
99d26747-f32e-5332-922f-a772d7dd0f54,e22_Dimensions,MMB.A.1558_#1,"5,6 x 9,6 cm",96,breedte,millimeters
e650de45-7564-5797-8a13-38cd282a0666,e22_Dimensions,MMB.A.1559_#1,"10,8 x 14 cm",108,hoogte,millimeters
e650de45-7564-5797-8a13-38cd282a0666,e22_Dimensions,MMB.A.1559_#1,"10,8 x 14 cm",140,breedte,millimeters
4ccd3a34-9967-5991-86b6-2227dc48182c,e22_Dimensions,MMB.A.1575_#1,"14,6 x 21,9 cm",146,hoogte,millimeters
4ccd3a34-9967-5991-86b6-2227dc48182c,e22_Dimensions,MMB.A.1575_#1,"14,6 x 21,9 cm",219,breedte,millimeters
10bcb439-c4ba-5190-b7f0-1736c1d812f3,e22_Dimensions,MMB.A.1576_#1,"5,8 x 9,5 cm",58,hoogte,millimeters
10bcb439-c4ba-5190-b7f0-1736c1d812f3,e22_Dimensions,MMB.A.1576_#1,"5,8 x 9,5 cm",95,breedte,millimeters
7b26bc89-09e6-5e69-af67-f3a189c20d25,e22_Dimensions,MMB.A.1614_#1,"9,5 x 6,2 cm",95,hoogte,millimeters
7b26bc89-09e6-5e69-af67-f3a189c20d25,e22_Dimensions,MMB.A.1614_#1,"9,5 x 6,2 cm",62,breedte,millimeters
9c239d94-11a0-52d7-a17d-6dd4674492f8,e22_Dimensions,MMB.A.1615_#1,"11,6 x 7,4 cm",116,hoogte,millimeters
9c239d94-11a0-52d7-a17d-6dd4674492f8,e22_Dimensions,MMB.A.1615_#1,"11,6 x 7,4 cm",74,breedte,millimeters
88acb304-7738-5bbc-a9aa-131143af63fe,e22_Dimensions,MMB.A.1616_#1,"13,8 x 21,4 cm",138,hoogte,millimeters
88acb304-7738-5bbc-a9aa-131143af63fe,e22_Dimensions,MMB.A.1616_#1,"13,8 x 21,4 cm",214,breedte,millimeters
4f35d2a0-2f6a-5997-8e24-f41fa3b1d575,e22_Dimensions,MMB.A.1617_#1,"9,5 x 12,5 cm",95,hoogte,millimeters
4f35d2a0-2f6a-5997-8e24-f41fa3b1d575,e22_Dimensions,MMB.A.1617_#1,"9,5 x 12,5 cm",125,breedte,millimeters
6a76a6ae-40d2-503f-9900-6533c63b8eb0,e22_Dimensions,MMB.A.1619_#1,"3,1 x 3,9 cm",31,hoogte,millimeters
6a76a6ae-40d2-503f-9900-6533c63b8eb0,e22_Dimensions,MMB.A.1619_#1,"3,1 x 3,9 cm",39,breedte,millimeters
b4a53c11-8a76-5514-94b3-fce846aed1df,e22_Dimensions,MMB.A.1620_#1,"10,4 x 6,6 cm",104,hoogte,millimeters
b4a53c11-8a76-5514-94b3-fce846aed1df,e22_Dimensions,MMB.A.1620_#1,"10,4 x 6,6 cm",66,breedte,millimeters
c7d5953a-75e4-5a06-8507-90ed5e5e3e3a,e22_Dimensions,MMB.A.1621_#1,"8,2 x 12,3 cm",82,hoogte,millimeters
c7d5953a-75e4-5a06-8507-90ed5e5e3e3a,e22_Dimensions,MMB.A.1621_#1,"8,2 x 12,3 cm",123,breedte,millimeters
16259653-8ddd-570a-b5ba-4dde37eaae05,e22_Dimensions,MMB.A.1639_#1,"19,6 x 16,1 cm",196,hoogte,millimeters
16259653-8ddd-570a-b5ba-4dde37eaae05,e22_Dimensions,MMB.A.1639_#1,"19,6 x 16,1 cm",161,breedte,millimeters
9038d002-c04e-5817-9524-c7dc4af43350,e22_Dimensions,MMB.A.1649_#1,"21,1 x 13,7 cm",211,hoogte,millimeters
9038d002-c04e-5817-9524-c7dc4af43350,e22_Dimensions,MMB.A.1649_#1,"21,1 x 13,7 cm",137,breedte,millimeters
9858ba90-8eb0-531b-8d00-3c80a7c55d91,e22_Dimensions,MMB.A.1651_#1,"4,4 x 6,1 cm",44,hoogte,millimeters
9858ba90-8eb0-531b-8d00-3c80a7c55d91,e22_Dimensions,MMB.A.1651_#1,"4,4 x 6,1 cm",61,breedte,millimeters
dad91f9a-76c8-5359-be79-15ee37fc8f6e,e22_Dimensions,MMB.A.1652_#1,"12,5 x 7,5 cm",125,hoogte,millimeters
dad91f9a-76c8-5359-be79-15ee37fc8f6e,e22_Dimensions,MMB.A.1652_#1,"12,5 x 7,5 cm",75,breedte,millimeters
e3710cb0-ef62-5c56-b4a2-81ae31979ba7,e22_Dimensions,MMB.A.1653_#1,"8,4 x 18,3 cm",84,hoogte,millimeters
e3710cb0-ef62-5c56-b4a2-81ae31979ba7,e22_Dimensions,MMB.A.1653_#1,"8,4 x 18,3 cm",183,breedte,millimeters
ebec7d11-0141-5cc1-b5a7-5403681e3e1e,e22_Dimensions,MMB.A.1656_#1,"21,3 x 13,4 cm",213,hoogte,millimeters
ebec7d11-0141-5cc1-b5a7-5403681e3e1e,e22_Dimensions,MMB.A.1656_#1,"21,3 x 13,4 cm",134,breedte,millimeters
3732d259-8757-564e-8539-e8cb1253165c,e22_Dimensions,MMB.A.1657_#1,"13,4 x 10,2 cm",134,hoogte,millimeters
3732d259-8757-564e-8539-e8cb1253165c,e22_Dimensions,MMB.A.1657_#1,"13,4 x 10,2 cm",102,breedte,millimeters
e93ff887-2bc9-5d37-9370-b0ee05df0b88,e22_Dimensions,MMB.A.1658_#1,"21,2 x 13,5 cm",212,hoogte,millimeters
e93ff887-2bc9-5d37-9370-b0ee05df0b88,e22_Dimensions,MMB.A.1658_#1,"21,2 x 13,5 cm",135,breedte,millimeters
6f94b6ce-c467-53e9-a5f2-40373a0a0b30,e22_Dimensions,MMB.A.1659_#1,"13,5 x 21,1 cm",135,hoogte,millimeters
6f94b6ce-c467-53e9-a5f2-40373a0a0b30,e22_Dimensions,MMB.A.1659_#1,"13,5 x 21,1 cm",211,breedte,millimeters
205183e1-d519-583d-aa6e-25c916d72e38,e22_Dimensions,MMB.A.1660_#1,"26,6 x 35,5 cm",266,hoogte,millimeters
205183e1-d519-583d-aa6e-25c916d72e38,e22_Dimensions,MMB.A.1660_#1,"26,6 x 35,5 cm",355,breedte,millimeters
38547267-e9df-5e7d-a0c1-ba09263dd1f4,e22_Dimensions,MMB.A.1661_#1,"17,8 x 22,6 cm",178,hoogte,millimeters
38547267-e9df-5e7d-a0c1-ba09263dd1f4,e22_Dimensions,MMB.A.1661_#1,"17,8 x 22,6 cm",226,breedte,millimeters
729fe3f0-7d6a-5ac3-9e8d-a034ecf254d0,e22_Dimensions,MMB.A.1662_#1,"13,7 x 21,12 cm",137,hoogte,millimeters
729fe3f0-7d6a-5ac3-9e8d-a034ecf254d0,e22_Dimensions,MMB.A.1662_#1,"13,7 x 21,12 cm",211,breedte,millimeters
858addde-7bad-5144-ad7c-620969e6b6af,e22_Dimensions,MMB.A.1663_#1,"29,1 x 11,2 cm",291,hoogte,millimeters
858addde-7bad-5144-ad7c-620969e6b6af,e22_Dimensions,MMB.A.1663_#1,"29,1 x 11,2 cm",112,breedte,millimeters
10246f72-38b1-57be-ad95-57c1eaa1f76c,e22_Dimensions,MMB.A.1665_#1,"24,9 x 17,7 cm",249,hoogte,millimeters
10246f72-38b1-57be-ad95-57c1eaa1f76c,e22_Dimensions,MMB.A.1665_#1,"24,9 x 17,7 cm",177,breedte,millimeters
16f5bd22-6e29-5a01-9b0f-3a864fab8baa,e22_Dimensions,MMB.A.1666_#1,"13,3 x 12,3 cm",133,hoogte,millimeters
16f5bd22-6e29-5a01-9b0f-3a864fab8baa,e22_Dimensions,MMB.A.1666_#1,"13,3 x 12,3 cm",123,breedte,millimeters
5d82b15f-949f-5f18-8b3c-ae82ba484a3a,e22_Dimensions,MMB.A.1667_#1,"10,1 x 12,7 cm",101,hoogte,millimeters
5d82b15f-949f-5f18-8b3c-ae82ba484a3a,e22_Dimensions,MMB.A.1667_#1,"10,1 x 12,7 cm",127,breedte,millimeters
6e439172-cdda-5970-a2de-dedfce7a05dc,e22_Dimensions,MMB.A.1669_#1,"20,2 x 12,3 cm",202,hoogte,millimeters
6e439172-cdda-5970-a2de-dedfce7a05dc,e22_Dimensions,MMB.A.1669_#1,"20,2 x 12,3 cm",123,breedte,millimeters
df2baa07-d4fd-5264-9440-11d6c01877e7,e22_Dimensions,MMB.A.1670_#1,"12,7 x 20,2 cm",127,hoogte,millimeters
df2baa07-d4fd-5264-9440-11d6c01877e7,e22_Dimensions,MMB.A.1670_#1,"12,7 x 20,2 cm",202,breedte,millimeters
27727295-79cf-562b-9dea-8980e0298e15,e22_Dimensions,MMB.A.1706_#1,"5,4 x 9,4 cm",54,hoogte,millimeters
27727295-79cf-562b-9dea-8980e0298e15,e22_Dimensions,MMB.A.1706_#1,"5,4 x 9,4 cm",94,breedte,millimeters
772bef81-3e97-558e-bae4-b14b852dff44,e22_Dimensions,MMB.A.2341_#1,"9 x 6,8 cm",90,hoogte,millimeters
772bef81-3e97-558e-bae4-b14b852dff44,e22_Dimensions,MMB.A.2341_#1,"9 x 6,8 cm",68,breedte,millimeters
14a1ad3d-0ab5-521f-94d5-1cbddddbf13c,e22_Dimensions,MMB.A.2342_#1,"14,8 x 6,8 cm",148,hoogte,millimeters
14a1ad3d-0ab5-521f-94d5-1cbddddbf13c,e22_Dimensions,MMB.A.2342_#1,"14,8 x 6,8 cm",68,breedte,millimeters
901ac866-29f7-5f61-9bc8-33e6a1f2eb2f,e22_Dimensions,MMB.A.2343_#1,"28,8 x 21,7 cm",288,hoogte,millimeters
901ac866-29f7-5f61-9bc8-33e6a1f2eb2f,e22_Dimensions,MMB.A.2343_#1,"28,8 x 21,7 cm",217,breedte,millimeters
8f17d86b-c4df-5072-a52a-7083c40a8639,e22_Dimensions,MMB.A.2387_#1,"5,3 x 9 cm",53,hoogte,millimeters
8f17d86b-c4df-5072-a52a-7083c40a8639,e22_Dimensions,MMB.A.2387_#1,"5,3 x 9 cm",90,breedte,millimeters
0d219ba2-c0fa-5ec6-8729-73c752c48af6,e22_Dimensions,MMB.A.2420_#1,"20,4 x 12,3 cm",204,hoogte,millimeters
0d219ba2-c0fa-5ec6-8729-73c752c48af6,e22_Dimensions,MMB.A.2420_#1,"20,4 x 12,3 cm",123,breedte,millimeters
1fdb2f7b-21a4-58fd-b6ed-04ed9b7393c1,e22_Dimensions,MMB.A.2421_#1,"25,1 c 17,7 cm",251,hoogte,millimeters
1fdb2f7b-21a4-58fd-b6ed-04ed9b7393c1,e22_Dimensions,MMB.A.2421_#1,"25,1 c 17,7 cm",177,breedte,millimeters
e1c83f6f-d719-5f37-b08f-63140bb7d345,e22_Dimensions,MMB.A.2422_#1,"22,6 x 16,6 cm",226,hoogte,millimeters
e1c83f6f-d719-5f37-b08f-63140bb7d345,e22_Dimensions,MMB.A.2422_#1,"22,6 x 16,6 cm",166,breedte,millimeters
66d37432-4fc2-5a59-a8d9-fe161d5c9da0,e22_Dimensions,MMB.A.2423_#1,"22,8 x 28,4 cm",228,hoogte,millimeters
66d37432-4fc2-5a59-a8d9-fe161d5c9da0,e22_Dimensions,MMB.A.2423_#1,"22,8 x 28,4 cm",284,breedte,millimeters
76c447d7-cc67-55f7-a6b6-211ecf82c00a,e22_Dimensions,MMB.A.2483_#1,"21 x 27,1 cm",210,hoogte,millimeters
76c447d7-cc67-55f7-a6b6-211ecf82c00a,e22_Dimensions,MMB.A.2483_#1,"21 x 27,1 cm",271,breedte,millimeters
a704a9a6-400e-57b5-970f-65b5fc67a119,e22_Dimensions,MMB.A.2484_#1,"21,4 x 34,3 cm",214,hoogte,millimeters
a704a9a6-400e-57b5-970f-65b5fc67a119,e22_Dimensions,MMB.A.2484_#1,"21,4 x 34,3 cm",343,breedte,millimeters
de99d5c0-ca7e-53e9-8787-027cf3c792ff,e22_Dimensions,MMB.A.2485_#1,"21,4 x 34,3 cm",214,hoogte,millimeters
de99d5c0-ca7e-53e9-8787-027cf3c792ff,e22_Dimensions,MMB.A.2485_#1,"21,4 x 34,3 cm",343,breedte,millimeters
11a806c7-b595-5c4b-9c47-cca59ddddfae,e22_Dimensions,MMB.A.2486_#1,"21,4 x 34,3 cm",214,hoogte,millimeters
11a806c7-b595-5c4b-9c47-cca59ddddfae,e22_Dimensions,MMB.A.2486_#1,"21,4 x 34,3 cm",343,breedte,millimeters
6b3f682b-8af5-567b-914d-7e2cf5b0e365,e22_Dimensions,MMB.A.2487_#1,"21,4 x 34,3 cm",214,hoogte,millimeters
6b3f682b-8af5-567b-914d-7e2cf5b0e365,e22_Dimensions,MMB.A.2487_#1,"21,4 x 34,3 cm",343,breedte,millimeters
218c78ed-fc71-553a-b42d-438aab35a1cb,e22_Dimensions,MMB.A.2488_#1,"21,4 x 34,3 cm",214,hoogte,millimeters
218c78ed-fc71-553a-b42d-438aab35a1cb,e22_Dimensions,MMB.A.2488_#1,"21,4 x 34,3 cm",343,breedte,millimeters
dc2197dd-d243-5a94-a2a0-1376a0d31c7f,e22_Dimensions,MMB.A.2489_#1,"21,4 x 34,3 cm",214,hoogte,millimeters
dc2197dd-d243-5a94-a2a0-1376a0d31c7f,e22_Dimensions,MMB.A.2489_#1,"21,4 x 34,3 cm",343,breedte,millimeters
e73d0200-f061-502d-8e95-80c98de16077,e22_Dimensions,MMB.A.2490_#1,"26,8 x 41,2 cm",268,hoogte,millimeters
e73d0200-f061-502d-8e95-80c98de16077,e22_Dimensions,MMB.A.2490_#1,"26,8 x 41,2 cm",412,breedte,millimeters
7690b9db-c248-5cd4-9e90-dc5e97992771,e22_Dimensions,MMB.A.2491_#1,23 x 30 cm,230,hoogte,millimeters
7690b9db-c248-5cd4-9e90-dc5e97992771,e22_Dimensions,MMB.A.2491_#1,23 x 30 cm,300,breedte,millimeters
72fbdede-c994-53a8-8981-d919da309013,e22_Dimensions,MMB.A.2492_#1,"24,5 x 37 cm",245,hoogte,millimeters
72fbdede-c994-53a8-8981-d919da309013,e22_Dimensions,MMB.A.2492_#1,"24,5 x 37 cm",370,breedte,millimeters
dd11596a-420f-5132-903f-b8078ff03376,e22_Dimensions,MMB.A.2493_#1,"21,6 x 28,8 cm",216,hoogte,millimeters
dd11596a-420f-5132-903f-b8078ff03376,e22_Dimensions,MMB.A.2493_#1,"21,6 x 28,8 cm",288,breedte,millimeters
34e44d7d-cb8c-5e91-9c88-dbb48076f749,e22_Dimensions,MMB.A.2494_#1,"16,2 x 22 cm",162,hoogte,millimeters
34e44d7d-cb8c-5e91-9c88-dbb48076f749,e22_Dimensions,MMB.A.2494_#1,"16,2 x 22 cm",220,breedte,millimeters
12443445-d2b2-5e3e-95d9-e298f3825f72,e22_Dimensions,MMB.A.2495_#1,18 x 13 cm,180,hoogte,millimeters
12443445-d2b2-5e3e-95d9-e298f3825f72,e22_Dimensions,MMB.A.2495_#1,18 x 13 cm,130,breedte,millimeters
2022833c-dc16-583b-b24c-12395984abe9,e22_Dimensions,MMB.A.2496_#1,"11,6 x 18,4 cm",116,hoogte,millimeters
2022833c-dc16-583b-b24c-12395984abe9,e22_Dimensions,MMB.A.2496_#1,"11,6 x 18,4 cm",184,breedte,millimeters
5a9e08e9-dadd-567c-9a25-f342cba0f685,e22_Dimensions,MMB.A.2497_#1,"8,6 x 13 cm",86,hoogte,millimeters
5a9e08e9-dadd-567c-9a25-f342cba0f685,e22_Dimensions,MMB.A.2497_#1,"8,6 x 13 cm",130,breedte,millimeters
b00d2968-e295-5a55-8405-989bc07e3e49,e22_Dimensions,MMB.A.2498_#1,15 x 10 cm,150,hoogte,millimeters
b00d2968-e295-5a55-8405-989bc07e3e49,e22_Dimensions,MMB.A.2498_#1,15 x 10 cm,100,breedte,millimeters
94e7a54c-61fc-592f-954a-ff31f9939142,e22_Dimensions,MMB.A.2499_#1,"13,3 x 8,7 cm",133,hoogte,millimeters
94e7a54c-61fc-592f-954a-ff31f9939142,e22_Dimensions,MMB.A.2499_#1,"13,3 x 8,7 cm",87,breedte,millimeters
241be865-12cf-5531-bb4e-50a0faa1a5b3,e22_Dimensions,MMB.A.2500_#1,"22,3 x 18,6 cm",223,hoogte,millimeters
241be865-12cf-5531-bb4e-50a0faa1a5b3,e22_Dimensions,MMB.A.2500_#1,"22,3 x 18,6 cm",186,breedte,millimeters
4f387352-84a0-5e8b-a461-e3691d16188c,e22_Dimensions,MMB.A.2519_#1,"22,6 x 30,2 cm",226,hoogte,millimeters
4f387352-84a0-5e8b-a461-e3691d16188c,e22_Dimensions,MMB.A.2519_#1,"22,6 x 30,2 cm",302,breedte,millimeters
4e5b13ac-d188-5cff-9943-cd1c810b1488,e22_Dimensions,MMB.A.2520_#1,"35,4 x 28,8 cm",354,hoogte,millimeters
4e5b13ac-d188-5cff-9943-cd1c810b1488,e22_Dimensions,MMB.A.2520_#1,"35,4 x 28,8 cm",288,breedte,millimeters
30f30092-187f-5768-a959-f24aa704eb17,e22_Dimensions,MMB.A.2521_#1,"44,7 x 32,4 cm",447,hoogte,millimeters
30f30092-187f-5768-a959-f24aa704eb17,e22_Dimensions,MMB.A.2521_#1,"44,7 x 32,4 cm",324,breedte,millimeters
d186a7fe-a55b-57db-bbfc-28054f7d3732,e22_Dimensions,MMB.A.2550_#1,10 x 6 cm,100,hoogte,millimeters
d186a7fe-a55b-57db-bbfc-28054f7d3732,e22_Dimensions,MMB.A.2550_#1,10 x 6 cm,60,breedte,millimeters
a4619751-dd94-5136-9168-fcd1df13d482,e22_Dimensions,MMB.A.2551_#1,"9,5 x 5,5 cm",95,hoogte,millimeters
a4619751-dd94-5136-9168-fcd1df13d482,e22_Dimensions,MMB.A.2551_#1,"9,5 x 5,5 cm",55,breedte,millimeters
e441cb54-980f-5957-a6f1-f714c2761981,e22_Dimensions,MMB.A.2552_#1,"9,4 x 5,6 cm",94,hoogte,millimeters
e441cb54-980f-5957-a6f1-f714c2761981,e22_Dimensions,MMB.A.2552_#1,"9,4 x 5,6 cm",56,breedte,millimeters
